ID,LAND_NR,Partei_NR,Partei_ABK,Name,TW_acc,TW_user,TW_id,TW_verif,gescraped?
3956,3,2,SPD,"Pantazis, Dr. Christos",1,Dr_Pantazis,25909814,2,ja
3964,12,2,SPD,"Papendieck, Mathias",1,M_Papendieck,1673859822,2,ja
3977,11,5,DIE LINKE,"Pau, Petra Angelika",1,PetraPauMaHe,560467206,1,ja
3984,11,6,GRÜNE,"Paus, Elisabeth Maria",1,lisapaus,569166756,1,ja
3987,6,2,SPD,"Pawlik, Natalie",1,natalie_pawlik,90452001,2,ja
3991,5,2,SPD,"Peick, Jens",1,JensPeick,1.34861229025021E+018,2,ja
3995,14,5,DIE LINKE,"Pellmann, Sören",1,LINKEPELLI,74837812,1,ja
4003,3,5,DIE LINKE,"Perli, Victor Angelo",1,victorperli,3350681139,1,ja
4012,9,3,AfD,"Peterka, Tobias Matthias",1,TobiasMPeterka,2496104640,2,ja
4026,10,2,SPD,"Petry, Christian",1,CPetryMdB,64159881,1,ja
4054,3,2,SPD,"Philippi, Dr. Andreas Milan Gerhard",1,PhilippiSpd,1.35262796966415E+018,2,ja
4060,14,6,GRÜNE,"Piechotta, Dr. Paula Louise",1,PaulaPiechotta,52318801,1,ja
4074,9,7,CSU,"Pilsinger, Stephan Nikolaus",1,StephPilsinger,8.19914159915668E+017,1,ja
4088,9,2,SPD,"Plobner, Jan Heinz Stefan",1,JanPlobner,1.02797689864163E+018,2,ja
4091,2,1,CDU,"Ploß, Dr. Christoph Johannes",1,christophploss,9.28335737803723E+017,1,ja
4098,16,3,AfD,"Pohl, Jürgen Hans",1,Pohl_MdB,175071092,2,ja
4102,3,6,GRÜNE,"Polat, Filiz",1,filizgreen,194535434,1,ja
4115,5,2,SPD,"Poschmann, Sabine",1,SabinePoschmann,7.38636568760554E+017,2,ja
4118,5,2,SPD,"Post, Achim Jürgen",1,Achim_P,1117749912,1,ja
4146,9,3,AfD,"Protschka, Stephan",1,AfDProtschka,1412287272,1,ja
4167,5,1,CDU,"Rachel, Thomas Walther",1,_ThomasRachel,1.05252417271738E+018,1,ja
4174,9,7,CSU,"Radwan, Alexander Gamal",1,AlexanderRadwan,2831760211,1,ja
4181,9,7,CSU,"Rainer, Alois Georg Josef",1,AloisRainer,1.31049178061856E+018,2,ja
4208,4,4,FDP,"Redder, Dr. Volker",1,docredder,65658028,2,ja
4214,5,1,CDU,"Rehbaum, Henning",1,HenningRehbaum,1.33856761178162E+018,2,ja
4222,15,3,AfD,"Reichardt, Martin",1,M_Reichardt_AfD,2545743991,1,ja
4223,14,1,CDU,"Reichel, Dr. Markus",1,MarkusReichelDD,1.35478817615028E+018,2,ja
4229,3,5,DIE LINKE,"Reichinnek, Heidi",1,HeidiReichinnek,3417281013,1,ja
4241,8,6,GRÜNE,"Reinalter, Prof. Dr.Anja Margit",1,AnjaReinalter,1.39892266606987E+018,2,ja
4252,13,4,FDP,"Reinhold, Hagen",1,reinholdmdb,9.25657781759332E+017,1,ja
4270,5,3,AfD,"Renner, Martin Erwin",1,Renner_AfD,2535401947,1,ja
4271,16,5,DIE LINKE,"Renner, Martina Erika",1,MartinaRenner,68920005,1,ja
